,song,artist,sum,count,lastfm_count
2673,"Gone, Gone, Gone",The Everly Brothers,581,10,13724.0
2674,Give Myself A Party,Don Gibson,690,10,11304.0
2675,I Can't Let Go,The Hollies,648,10,71793.0
2676,On Broadway,The Drifters,300,10,106994.0
2677,Amos Moses,Jerry Reed,719,9,229704.0
2678,I Saw Her Again,The Mamas & The Papas,169,9,95303.0
2679,Love Me Tender,Richard Chamberlain,395,9,664.0
2680,Lover's Island,The Blue Jays,437,9,7130.0
2681,I Found A Love,The Falcons & Band (Ohio Untouchables),774,9,497.0
2682,Michelle,David & Jonathan,383,9,4728.0
2683,Lovey Dovey,Buddy Knox,530,9,11067.0
2684,I Love You The Way You Are,Bobby Vinton,513,9,4005.0
2685,And I Love Him,Esther Phillips,591,9,54520.0
2686,Malagueña,Connie Francis,529,9,1984.0
2687,And I Love Her,The Beatles,294,9,2803166.0
2688,I Love You Madly,Fantastic Four,664,9,267.0
2689,Ambrose (Part Five),Linda Laurie,601,9,57.0
2690,A String Of Trumpets,The Trumpeteers,666,9,177.0
2691,Something You Got,Chuck Jackson & Maxine Brown,597,9,733.0
2692,Something Happened,Paul Anka,507,9,768.0
2693,I Miss You So,Paul Anka,506,9,1960.0
2694,I Put A Spell On You,Creedence Clearwater Revival,672,9,1482684.0
2695,Milord,Bobby Darin,593,9,4230.0
2696,I Really Don't Want To Know,Ronnie Dove,381,9,96.0
2697,I Know,Perry Como,617,9,5536.0
2698,I Just Wanna Keep It Together,Paul Davis,596,9,179.0
2699,Anybody But Me,Brenda Lee,415,9,4495.0
2700,Lovin' Place,Gale Garnett,582,9,102.0
2701,Sinner Man,Trini Lopez,625,9,544.0
2702,Mind Excursion,The Trade Winds,633,9,272.0
2703,Misty,Lloyd Price,342,9,1259.0
2704,Meditation (Meditacao),Charlie Byrd,717,9,1120.0
2705,A Sweet Woman Like You,Joe Tex,411,9,15524.0
2706,Should I,The String-A-Longs,518,9,97.0
2707,Memories Of Maria,Jerry Byrd,729,9,133.0
2708,Money Won't Change You (Part 1),James Brown And The Famous Flames,558,9,16.0
2709,I Like It Like That,The Miracles,413,9,2755.0
2710,Mighty Good,Ricky Nelson,489,9,4643.0
2711,Somebody To Love,Bobby Darin,512,9,16617.0
2712,Smooth Operator,Sarah Vaughan,613,9,6378.0
2713,I Stand Accused,Isaac Hayes,467,9,52788.0
2714,I Had A Dream,Paul Revere & The Raiders Featuring Mark Lindsay,331,9,6108.0
2715,Meet Me At The Twistin' Place,Johnnie Morisette,684,9,191.0
2716,Some Kinda Fun,Chris Montez,502,9,6471.0
2717,I Like It,Gerry And The Pacemakers,301,9,77310.0
2718,Love Is Strange,Peaches & Herb,291,9,1465.0
2719,I Got A Sure Thing,Ollie & The Nightingales,686,9,28295.0
2720,Mama Sang A Song,Stan Kenton,454,9,17.0
2721,Monterey,Eric Burdon & The Animals,353,9,33847.0
2722,So Good Together,Andy Kim,451,9,1163.0
2723,Maybelline,Johnny Rivers,266,9,6067.0
2724,Make Believe,Wind,473,9,310.0
2725,Something,Shirley Bassey,622,9,90908.0
2726,Magic Town,The Vogues,343,9,10456.0
2727,Memphis Soul Stew,King Curtis,447,9,108678.0
2728,A Time To Love-A Time To Cry (Petite Fleur),Lou Johnson,620,9,0.0
2729,Magic Bus,The Who,370,9,931917.0
2730,I Love You,Otis Leavill,687,9,602.0
2731,Somethin Else,Eddie Cochran,663,9,2554.0
2732,Midnight Oil,Charlie Blackwell,699,9,396.0
2733,Love Is Blue (L'Amour Est Bleu),Claudine Longet,742,9,0.0
2734,Love Bug Leave My Heart Alone,Martha & The Vandellas,415,9,9898.0
2735,I Really Love You,The Stereos,456,9,4682.0
2736,I'm Gonna Make You Love Me,Madeline Bell,408,9,1572.0
2737,Look What You've Done,Pozo Seco Singers,480,9,276.0
2738,Oh My Angel,Bertha Tillman,696,9,13573.0
2739,Kum Ba Yah,Tommy Leonetti,614,9,27.0
2740,Remember When,The Platters,509,9,17236.0
2741,Remember Then,The Earls,429,9,56591.0
2742,Kozmic Blues,Janis Joplin,555,9,715198.0
2743,Remember Me,Rita Pavone,460,9,783.0
2744,"Oh, How It Hurts",Barbara Mason,669,9,6293.0
2745,Ohio,"Crosby, Stills, Nash & Young",257,9,653531.0
2746,Reelin' And Rockin',The Dave Clark Five,377,9,6061.0
2747,Okefenokee,Freddie Cannon,586,9,17.0
2748,If You Gotta Make A Fool Of Somebody,Maxine Brown,706,9,774.0
2749,Knock On Wood,Otis & Carla,506,9,2986.0
2750,Red Roses For A Blue Lady,Wayne Newton,384,9,5610.0
2751,Ol' Mac Donald,Frank Sinatra,466,9,4910.0
2752,Knight In Rusty Armour,Peter And Gordon,350,9,6327.0
2753,Kissin' Cousins,Elvis Presley With The Jordanaires,259,9,36609.0
2754,If You Want This Love,Sonny Knight,742,9,1557.0
2755,Ready Or Not Here I Come (Can't Hide From Love),The Delfonics,478,9,58874.0
2756,Reach Out And Touch (Somebody's Hand),Diana Ross,271,9,49910.0
2757,King Of Clowns,Neil Sedaka,583,9,11905.0
2758,At The Zoo,Simon & Garfunkel,313,9,797344.0
2759,On Top Of Spaghetti,Tom Glazer And The Do-Re-Mi Children's Chorus,296,9,54.0
2760,Kentucky Rain,Elvis Presley,291,9,187199.0
2761,Once Upon A Time,Marvin Gaye & Mary Wells,318,9,4884.0
2762,If My Pillow Could Talk,Connie Francis,430,9,1868.0
2763,All Over The World,Nat King Cole,505,9,3527.0
2764,Rock-A-Hula Baby,Elvis Presley With The Jordanaires,342,9,84877.0
2765,If I Ruled The World,Tony Bennett,488,9,65939.0
2766,"No, No, No",The Chanters,549,9,1915.0
2767,Rock-A-Bye Your Baby With A Dixie Melody,Aretha Franklin,477,9,10512.0
2768,I've Got A Tiger By The Tail,Buck Owens,408,9,79011.0
2769,I've Got A Woman (Part I),Jimmy McGriff,332,9,43.0
2770,I've Got No Time To Lose,Carla Thomas,659,9,11972.0
2771,As Tears Go By,The Rolling Stones,253,9,908837.0
2772,Leave Me Alone (Let Me Cry),Dicky Doo And The Don'ts,601,9,106.0
2773,Nobody Cares (about me),Jeanette (Baby) Washington,750,9,118.0
2774,Nobody I Know,Peter And Gordon,266,9,37915.0
2775,Nobody Knows What's Goin' On (In My Mind But Me),The Chiffons,588,9,11475.0
2776,Ring Dang Doo,Sam The Sham and the Pharaohs,469,9,6451.0
2777,I've Lost You/The Next Step Is Love,Elvis Presley,416,9,0.0
2778,I've Never Found A Girl (To Love Me Like You Do),Eddie Floyd,510,9,51921.0
2779,Lawdy Miss Clawdy,Gary Stites,543,9,82.0
2780,Ride Your Pony,Lee Dorsey,418,9,33144.0
2781,Laughing Boy,Mary Wells,338,9,13832.0
2782,Not Enough Indians,Dean Martin,518,9,7226.0
2783,Not The Lovin' Kind,"Dino, Desi & Billy",410,9,1475.0
2784,If I Fell,The Beatles,588,9,1810683.0
2785,Nothing But Heartaches,The Supremes,282,9,27044.0
2786,Language Of Love,John D. Loudermilk,511,9,5797.0
2787,Nowhere Man,The Beatles,103,9,2453351.0
2788,If I Loved You,Chad & Jeremy,344,9,8194.0
2789,Ram-Bunk-Shush,The Ventures,428,9,29219.0
2790,One Boy,Joanie Sommers,644,9,2759.0
2791,One Broken Heart For Sale,Elvis Presley With The Mello Men,231,9,39608.0
2792,One More Chance,Rod Bernard,744,9,23.0
2793,Ain't That Loving You (For More Reasons Than One),Luther Ingram,551,9,971.0
2794,Positively 4th Street,Bob Dylan,231,9,1042470.0
2795,Popsicle,Jan & Dean,312,9,3894.0
2796,Party Girl,Bernadette Carroll,536,9,3751.0
2797,Pony Time,The Goodtimers,679,9,23.0
2798,All Along The Watchtower,The Jimi Hendrix Experience,287,9,2076396.0
2799,Patti Ann,Johnny Crawford,581,9,289.0
2800,Baby Don't You Do It,Marvin Gaye,360,9,26907.0
2801,Pearl,Tommy Roe,572,9,970.0
2802,It's Growing,The Temptations,310,9,67495.0
2803,Baby Don't You Weep,Garnet Mimms & The Enchanters,426,9,920.0
2804,Jennifer Juniper,Donovan,382,9,202897.0
2805,People Are Strange,The Doors,265,9,5647930.0
2806,People Say,The Dixie Cups,259,9,22470.0
2807,Peter Gunn,Duane Eddy His Twangy Guitar And The Rebels,415,9,0.0
2808,It's Only Love,Tommy James And The Shondells,475,9,8649.0
2809,I Forgot To Be Your Lover,William Bell,547,9,173231.0
2810,Please Don't Talk To The Lifeguard,Diane Ray,482,9,9915.0
2811,Please Don't Go,Ral Donner,524,9,246.0
2812,It's The Same Old Song,Four Tops,164,9,392011.0
2813,Pink Chiffon,Mitchell Torok,665,9,91.0
2814,It's Your World,Marty Robbins,681,9,2260.0
2815,Plain Jane,Bobby Darin,522,9,37392.0
2816,It's A Man's Man's Man's World,James Brown And The Famous Flames,219,9,235.0
2817,Papa's Got A Brand New Bag,Otis Redding,341,9,24385.0
2818,"Promises, Promises",Dionne Warwick,295,9,31451.0
2819,Is It True,Brenda Lee,286,9,26356.0
2820,Karate-Boo-Ga-Loo,Jerryo,635,9,414.0
2821,Karate,The Emperor's,623,9,1170.0
2822,Ragtime Cowboy Joe,David Seville And The Chipmunks,331,9,59.0
2823,Attack,The Toys,339,9,2317.0
2824,One Summer Night,The Diamonds,495,9,2093.0
2825,Just You,Sonny & Cher,373,9,6388.0
2826,Only Those In Love,Baby Washington,784,9,1360.0
2827,Autumn Of My Life,Bobby Goldsboro,316,9,5592.0
2828,Queen Of The House,Jody Miller,346,9,43372.0
2829,"Que Sera, Sera (Whatever Will Be, Will Be)",The High Keyes,568,9,146.0
2830,Ain't Nothing You Can Do,Bobby Bland,381,9,8141.0
2831,Just A Closer Walk With Thee,Jimmie Rodgers,593,9,643.0
2832,Our House,"Crosby, Stills, Nash & Young",383,9,825596.0
2833,Just Come Home,Hugo & Luigi,501,9,25.0
2834,Ain't She Sweet,The Beatles,354,9,327674.0
2835,Just Ain't No Love,Barbara Acklin,696,9,7389.0
2836,"Out Of Sight, Out Of Mind",Little Anthony And The Imperials,602,9,908.0
2837,Outside My Window,The Fleetwoods,442,9,5759.0
2838,It Hurts To Be Sixteen,Andrea Carroll,572,9,3636.0
2839,It Might As Well Rain Until September,Carole King,398,9,64876.0
2840,Ain't That A Shame!,The 4 Seasons,367,9,206.0
2841,It Only Happened Yesterday,Jack Scott,510,9,434.0
2842,As Tears Go By,Marianne Faithfull,344,9,214767.0
2843,Les Bicyclettes De Belsize,Engelbert Humperdinck,448,9,24151.0
2844,Moon Talk,Perry Como,400,9,5236.0
2845,My Girl Josephine,Jerry Jaye,431,9,1639.0
2846,Shaggy Dog,Mickey Lee Lane,594,9,863.0
2847,Shadrack,Brook Benton,343,9,2377.0
2848,My Girl/Hey Girl,Bobby Vee,455,9,1547.0
2849,My Heart Belongs To Only You,Bobby Vinton,216,9,15390.0
2850,Little Lonely One,Tom Jones,511,9,1045.0
2851,Little Latin Lupe Lu,The Kingsmen,535,9,13534.0
2852,Send Me The Pillow You Dream On,Johnny Tillotson,320,9,0.0
2853,Send Me The Pillow You Dream On,Dean Martin,344,9,0.0
2854,Little Latin Lupe Lu,Mitch Ryder And The Detroit Wheels,326,9,11382.0
2855,I'll Be In Trouble,The Temptations,443,9,15589.0
2856,I'll Be Right Here,Tyrone Davis,552,9,1670.0
2857,Send Me Some Lovin',Sam Cooke,251,9,35800.0
2858,Seesaw,Don Covay & The Goodtimers,586,9,824.0
2859,Little Green Apples,Roger Miller,415,9,23433.0
2860,Seems Like I Gotta Do Wrong,The Whispers,603,9,5940.0
2861,I'll Be Sweeter Tomorrow (Than I Was Today),The O'Jays,687,9,3368.0
2862,Seein' The Right Love Go Wrong,Jack Jones,539,9,18.0
2863,Little Devil,Neil Sedaka,263,9,33712.0
2864,I'll Be There,Damita Jo,307,9,1319.0
2865,Little Coco Palm,Jerry Wallace,524,9,183.0
2866,Little Boy Sad,Johnny Burnette,274,9,25538.0
2867,Little Black Book,Jimmy Dean,403,9,4264.0
2868,I'll Love You Forever,The Holidays,739,9,206.0
2869,My Girl Sloopy,The Vibrations,403,9,2690.0
2870,Shake A Tail Feather,James & Bobby Purify,383,9,19735.0
2871,I've Been Around,Fats Domino,502,9,2069.0
2872,My Empty Arms,Jackie Wilson,268,9,3780.0
2873,Look Of Love,Lesley Gore,423,9,24196.0
2874,She's A Woman,The Beatles,171,9,538800.0
2875,I Understand (Just How You Feel),Freddie And The Dreamers,505,9,375.0
2876,Moonlight And Roses (Bring Mem'ries Of You),Vic Dana,586,9,3.0
2877,Long Gone Lonesome Blues,Hank Williams Jr.,688,9,29191.0
2878,Mothers Little Helper,The Rolling Stones,212,9,72502.0
2879,I Wanna Thank You,Bobby Rydell,370,9,2027.0
2880,Lonely Winds,The Drifters,677,9,4443.0
2881,Move Over,Steppenwolf,390,9,95601.0
2882,Mr. Pitiful,Otis Redding,573,9,422244.0
2883,Share Your Love With Me,Bobby Bland,540,9,3175.0
2884,Muddy Mississippi Line,Bobby Goldsboro,583,9,559.0
2885,Locking Up My Heart,The Marvelettes,513,9,15250.0
2886,Mustang Sally,Wilson Pickett,335,9,405029.0
2887,Shame On Me,Chuck Jackson,775,9,303.0
2888,Little Things Mean A Lot,Joni James,526,9,28799.0
2889,I Was Such A Fool (To Fall In Love With You),Connie Francis,440,9,1706.0
2890,I Will,Vic Dana,569,9,398.0
2891,Little Red Rented Rowboat,Joe Dowell,458,9,1008.0
2892,Shake Sherry,The Contours,528,9,1452.0
2893,"Shake Me, Wake Me (When It's Over)",Four Tops,371,9,43670.0
2894,My Elusive Dreams,Bobby Vinton,506,9,1287.0
2895,"Baby, I Love You",The Ronettes,375,9,171369.0
2896,I'll Make All Your Dreams Come True,Ronnie Dove,357,9,655.0
2897,Little Bell,The Dixie Cups,618,9,3296.0
2898,Second Hand Rose,Barbra Streisand,471,9,32151.0
2899,Second Hand Love,Connie Francis,247,9,36493.0
2900,Neon Rainbow,The Box Tops,384,9,37891.0
2901,Let's Go Trippin',Dick Dale and The Del-Tones,718,9,25465.0
2902,Never In A Million Years,Linda Scott,644,9,2648.0
2903,"Run, Run, Run",The Third Rail,602,9,27196.0
2904,"Run, Run, Look And See",Brian Hyland,478,9,1601.0
2905,Let's Go Steady Again,Neil Sedaka,424,9,9314.0
2906,Let's Go Get Stoned,Ray Charles,433,9,216647.0
2907,I'm In The Mood For Love,The Chimes,530,9,706.0
2908,New Orleans,Eddie Hodges,571,9,275.0
2909,I'm Movin' On,Matt Lucas,648,9,402.0
2910,Let's Do The Freddie,Chubby Checker,525,9,3160.0
2911,Nine More Miles (The Faster-Faster Song),Georgie Young,628,9,10.0
2912,Nine Pound Steel,Joe Simon,736,9,3123.0
2913,No Love Have I,Webb Pierce,607,9,484.0
2914,Ruby,Ray Charles,379,9,86576.0
2915,No Matter What,Badfinger,274,9,222282.0
2916,Rubber Duckie,Ernie (Jim Henson),278,9,269.0
2917,I'm Sorry,The Delfonics,511,9,30055.0
2918,No One But You (In My Heart),The Ames Brothers,569,9,16.0
2919,Roses Are Red My Love,The You Know Who Group!,506,9,1.0
2920,Let Love Come Between Us,James & Bobby Purify,370,9,10263.0
2921,Let It Be Me,Glen Campbell & Bobbie Gentry,550,9,1439.0
2922,As Long As She Needs Me,Sammy Davis Jr.,631,9,4491.0
2923,Rusty Bells,Brenda Lee,519,9,366.0
2924,Let's Kiss And Make Up,Bobby Vinton,436,9,4392.0
2925,I'm Gonna Love You Too,The Hullaballoos,597,9,4764.0
2926,I'm A Man,The Spencer Davis Group,252,9,200158.0
2927,Listen People,Herman's Hermits,171,9,51564.0
2928,Lisa,Jeanne Black,554,9,1188.0
2929,Scarborough Fair,Sergio Mendes & Brasil '66,314,9,58411.0
2930,Say You Love Me,The Impressions,665,9,1125.0
2931,I'll See You In My Dreams,Pat Boone,472,9,2628.0
2932,I'll Take Care Of Your Cares,Frankie Laine,529,9,135.0
2933,I'll Take Good Care Of You,Garnet Mimms,517,9,2179.0
2934,My True Confession,Brook Benton,415,9,2972.0
2935,"Baby, Come Back",The Equals,393,9,17041.0
2936,My Whole World Is Falling Down,Brenda Lee,383,9,6673.0
2937,Saturday Night At The Movies,The Drifters,323,9,120283.0
2938,Sad Girl,The Intruders,551,9,15681.0
2939,I'm A Woman,Peggy Lee,575,9,149724.0
2940,Like I Love You,Edd Byrnes and Friend,530,9,3.0
2941,Like A Baby,Len Barry,408,9,2278.0
2942,I'm Crying,The Animals,342,9,216697.0
2943,Natural Born Lover,Fats Domino,485,9,1895.0
2944,Neanderthal Man,Hotlegs,345,9,22408.0
2945,Alone,The 4 Seasons,431,9,725.0
2946,Action,Freddy Cannon,305,9,3587.0
2947,"Sad, Sad Girl",Barbara Mason,412,9,375.0
2948,Let's Love,Johnny Mathis,548,9,719.0
2949,Jackson,Nancy Sinatra & Lee Hazlewood,277,9,66158.0
2950,Make Your Own Kind Of Music,Mama Cass Elliot,466,9,401383.0
2951,You'll Never Get To Heaven (If You Break My Heart),Dionne Warwick,480,9,12749.0
2952,Bonaparte's Retreat,Billy Grammer,612,9,216.0
2953,Walkin' My Cat Named Dog,Norma Tanega,382,9,6750.0
2954,Walkin' With My Angel,Bobby Vee,655,9,6677.0
2955,Give Peace A Chance,Plastic Ono Band,270,9,618189.0
2956,Walking Proud,Steve Lawrence,394,9,204.0
2957,"Hello Heartache, Goodbye Love",Little Peggy March,405,9,2926.0
2958,Give It Up Or Turnit A Loose,James Brown,269,9,209604.0
2959,Tell All The People,The Doors,605,9,627486.0
2960,Castles In The Sand,Little Stevie Wonder,622,9,10157.0
2961,Help Me Girl,Eric Burdon & The Animals,457,9,27111.0
2962,Butterfly Baby,Bobby Rydell,361,9,2180.0
2963,Teasin',Quaker City Boys,481,9,57.0
2964,Don't Give In To Him,Gary Puckett And The Union Gap,259,9,10449.0
2965,Farmer John,The Premiers,330,9,51157.0
2966,Give Him A Great Big Kiss,The Shangri-Las,337,9,253667.0
2967,Warm And Tender Love,Percy Sledge,305,9,59085.0
2968,(He's My) Dreamboat,Connie Francis,308,9,29935.0
2969,The Shag (Is Totally Cool),Billy Graves,635,9,654.0
2970,Don't Change Your Love,Five Stairsteps & Cubie,670,9,6614.0
2971,Don't Blame The Children,Sammy Davis Jr.,453,9,124.0
2972,(Come 'Round Here) I'm The One You Need,The Miracles,373,9,1456.0
2973,Here I Am Baby,The Marvelettes,536,9,22331.0
2974,Here I Go Again,Smokey Robinson & The Miracles,486,9,5590.0
2975,Don't Get Around Much Anymore,The Belmonts,595,9,201.0
2976,Casonova (Your Playing Days Are Over),Ruby Andrews,568,9,1693.0
2977,Do Something To Me,Tommy James And The Shondells,544,9,18763.0
2978,A Kookie Little Paradise,Jo Ann Campbell,703,9,1052.0
2979,Evol-Not Love,The Five Americans,598,9,313.0
2980,The Philly Freeze,Alvin Cash & The Registers,637,9,782.0
2981,Go Away Little Girl,The Happenings,323,9,9977.0
2982,Born To Lose,Ray Charles,512,9,168927.0
2983,The Phoenix Love Theme (Senza Fine),The Brass Ring featuring Phil Bodner,478,9,0.0
2984,Ten Thousand Drums,Carl Smith,573,9,609.0
2985,Glory Of Love,The Roommates,556,9,438.0
2986,"Bye, Bye, Baby (Baby, Goodbye)",The 4 Seasons Featuring the Sound of Frankie Valli,321,9,0.0
2987,"Wake Me, Shake Me",The Coasters,590,9,3994.0
2988,(The Lament Of The Cherokee) Indian Reservation,Don Fardon,353,9,1207.0
2989,Walk Away,Matt Monro,401,9,26749.0
2990,Before And After,Chad & Jeremy,302,9,12471.0
2991,The Popcorn,James Brown,426,9,29138.0
2992,Heart Of Stone,The Rolling Stones,338,9,560034.0
2993,Telling Lies,Fats Domino,575,9,2752.0
2994,Casino Royale,Herb Alpert & The Tijuana Brass,405,9,47745.0
2995,Batman Theme,The Marketts,368,9,16977.0
2996,The Push And Kick,Mark Valentino,470,9,537.0
2997,Birthday Party,The Pixies Three,539,9,3339.0
2998,Big Cold Wind,Pat Boone,361,9,278.0
2999,You're Nobody Till Somebody Loves You,Dean Martin,390,9,48521.0
3000,Clementine,Bobby Darin,344,9,71270.0
3001,Tonight (Could Be The Night),The Velvets featuring Virgil Johnson,462,9,52.0
3002,Feel It,Sam Cooke,652,9,38501.0
3003,You've Been Cheatin',The Impressions,508,9,25268.0
3004,Sweet Little Rock And Roller,Chuck Berry,555,9,65903.0
3005,Do-Re-Mi,Lee Dorsey,410,9,7927.0
3006,"Hey, Bobba Needle",Chubby Checker,399,9,2726.0
3007,"Hey, Leroy, Your Mama's Callin' You",Jimmy Castor,478,9,1771.0
3008,"Hey, Mister Sun",Bobby Sherman,373,9,1320.0
3009,To Love Somebody,Bee Gees,300,9,472757.0
3010,Wrong For Each Other,Andy Williams,420,9,454.0
3011,Boss Guitar,Duane Eddy and the Rebelettes,396,9,4294.0
3012,Black Fox,Freddy Robinson,625,9,444.0
3013,Welcome Me Love,The Brooklyn Bridge Featuring Johnny Maestro,536,9,12.0
3014,"Well, I Told You",The Chantels,451,9,5022.0
3015,Do What You Do Do Well,Ned Miller,607,9,2486.0
3016,"Don't Be Afraid, Little Darlin'",Steve Lawrence,361,9,40.0
3017,Wham!,Lonnie Mack,460,9,15220.0
3018,Him Or Me - What's It Gonna Be?,Paul Revere & The Raiders,199,9,8653.0
3019,A Love She Can Count On,The Miracles,448,9,3104.0
3020,"First Love, First Tears",Duane Eddy His Twangy Guitar And The Rebels,669,9,0.0
3021,To A Sleeping Beauty,Jimmy Dean,400,9,2484.0
3022,Hitch It To The Horse,The Fantastic Johnny C,455,9,976.0
3023,Buckaroo,Buck Owens and The Buckaroos,638,9,21344.0
3024,A Love So Fine,The Chiffons,555,9,13185.0
3025,Suspicions,The Sidekicks,624,9,146.0
3026,What A Price,Fats Domino,346,9,8888.0
3027,To The Other Woman (I'm The Other Woman),Doris Duke,575,9,8069.0
3028,You've Got To Pay The Price,Al Kent,516,9,715.0
3029,Girl Don't Care,Gene Chandler,700,9,1548.0
3030,Today's Teardrops,Rick Nelson,609,9,488.0
3031,Talking About My Baby,The Impressions,215,9,32531.0
